index,lat,lng,City
Hyde Square - Barbara St at Centre St,42.32164815711976,-71.10994560533557,Boston
Hyde Square - Centre St at Perkins St,42.32176525723952,-71.1001680795016,Boston
ID Building East,42.344827,-71.028664,Boston
ID Building West,42.344796,-71.031614,Boston
Ink Block - Harrison Ave at Herald St,42.345901,-71.063187,Boston
Inman Square at Springfield St.,42.37426713524931,-71.10026478767395,Cambridge
Inman Square at Vellucci Plaza / Hampshire St,42.374035,-71.101427,Cambridge
Innovation Lab - 125 Western Ave at Batten Way,42.36371276003581,-71.12459778785706,Boston
JFK Crossing at Harvard St. / Thorndike St.,42.346551241753566,-71.1283321143128,Brookline
JFK/UMass T Stop,42.32033973515723,-71.05118036270142,Boston
Jackson Square T Stop,42.32293117195949,-71.10014140605927,Boston
Jamaica St at South St,42.3060456272408,-71.11570891001975,Boston
Jersey St. at Boylston St.,42.3446808403874,-71.09785348176956,Boston
John Ahern Field at Kennedy-Longfellow School,42.36903566594827,-71.08630959910442,Cambridge
Kearins Playground,42.40616124132245,-71.06041654944418,Everett
Kendall Street,42.36349550821495,-71.08209022872524,Cambridge
Kendall T,42.362340635456206,-71.08506512630848,Cambridge
Kenmore Square,42.348716017,-71.096893637,Boston
Kennedy-Longfellow School 158 Spring St,42.36955297756508,-71.08579014980933,Cambridge
Knoll St at Centre St,42.29376656473529,-71.1365658044815,Boston
Lafayette Square at Mass Ave / Main St / Columbia St,42.36341171452173,-71.10053750885533,Cambridge
Lafayette at Leach St,42.51142784358897,-70.89183300733566,Salem
Landmark Center - Brookline Ave at Park Dr,42.34369055719748,-71.10235286881107,Boston
Langley Lot,42.330528,-71.192861,Newton
Lansdowne T Stop,42.34734473177431,-71.1001680795016,Boston
Lechmere Station at Cambridge St / First St,42.370677,-71.076529,Cambridge
Lenox St at Kendall St,42.337493769169285,-71.08244374414178,Boston
Lesley University,42.38663766022528,-71.11910408755304,Cambridge
Lewis Mall Wharf,42.365678711213775,-71.04030132293701,Boston
Lewis Wharf at Atlantic Ave,42.363871,-71.050877,Boston
Lincoln St at Empire St,42.3576523685,-71.1285402285,Boston
Linear Park - Mass. Ave. at Cameron Ave. ,42.397828,-71.130516,Cambridge
Linwood St at Minuteman Bikeway,42.40933763159079,-71.14911660113683,Arlington
Logan Park,42.41799446695187,-71.0965463171496,Medford
Longwood Ave at Binney St,42.338557657,-71.10652278399999,Boston
Lower Cambridgeport at Magazine St / Riverside Rd,42.357218503176526,-71.1138716340065,Cambridge
MIT Carleton St at Amherst St,42.36054174140606,-71.08669817447662,Cambridge
MIT Hayward St at Amherst St,42.36089013976651,-71.08549373403778,Cambridge
MIT Pacific St at Purrington St,42.35957320109044,-71.10129475593567,Cambridge
MIT Stata Center at Vassar St / Main St,42.36207634024955,-71.09118193392968,Cambridge
MIT Vassar St,42.35560121327927,-71.10394477844238,Cambridge
MIT at Mass Ave / Amherst St,42.3581,-71.093198,Cambridge
MLK Blvd at Washington St,42.32143814183195,-71.09126061201096,Boston
Magoun Square at Trum Field,42.39779323380625,-71.10599240682691,Somerville
Main St at Austin St,42.375603,-71.064608,Boston
Main St at Baldwin St,42.380857,-71.070629,Boston
Main St at Beacon St,42.41072713868097,-71.06266822675025,Everett
Main St at Brooks Park,42.411709,-71.110444,Medford
Main St at Thompson Sq,42.374878467440965,-71.06383498767171,Boston
Main Street at Carter Street,42.406151572663504,-71.0604074504954,Everett
Main Street/Albany Street/Technology Square,42.3629016,-71.0915669,Cambridge
Malden Center T Station,42.426541,-71.073179,Malden
Malden High School,42.426537658440544,-71.06393694877625,Malden
Marion St at Harvard St,42.34012242696642,-71.12070563810447,Brookline
Marion St at White St,42.38068959785659,-71.03907653249547,Boston
Martha Eliot Health Center,42.324258042500006,-71.10190871200001,Boston
Mass Ave T Station,42.34135615767354,-71.08336953450817,Boston
Mass Ave at Albany St,42.36135837662249,-71.09670273977825,Cambridge
Mass Ave at Broadway,42.414202132001854,-71.15051883389242,Arlington
Mass Ave at Grafton St,42.40726052447951,-71.14382132425817,Arlington
Mass Ave at Hadley/Walden,42.39120971915856,-71.12260755160605,Cambridge
Mass Ave/Lafayette Square,42.36355597894699,-71.10042019024046,Cambridge
Massachusetts Ave at Columbus Ave,42.340889049,-71.08165363500001,Boston
Mattapan Library,42.277520522,-71.093256396,Boston
Mattapan T Stop,42.2679641165,-71.0935981655,Boston
Maverick Square - Lewis Mall,42.36884408289836,-71.03977829217911,Boston
Maverick St at Massport Path,42.36774122306014,-71.0333597474255,Boston
Mayor Salvo Path at Mill St,42.51803519796769,-70.89570075273514,Salem
Meaney Playground - Pleasant St at E Cottage St,42.31868859516005,-71.05883909080859,Boston
Meaney Playground - Pleasant st at E Cottage St,42.318703,-71.053554,Boston
Medford Sq - Riverside Ave at River St,42.417724,-71.108102,Medford
Medford St at Charlestown BCYF,42.380429474494896,-71.06055721676967,Boston
Melnea Cass Blvd at Hampden St,42.330982,-71.10984160567114,Boston
Mobile Temporary Station,42.35967536371111,-71.10160055174674,Cambridge
Mobile Temporary Station 1,42.35147849233603,-71.044162200742,Boston
Moore Youth Center,42.363539,-71.111698,Cambridge
Morgan Ave at North First St,42.37197725963389,-71.07585847383234,Cambridge
Morton St T,42.280725142920296,-71.08617242434775,Boston
Morton St at Gallivan Blvd,42.278747,-71.080286,Boston
Mt Auburn,42.37481118703192,-71.13318890318843,Cambridge
Mt. Hope St at Hyde Park Ave,42.284790321217685,-71.1186823063123,Boston
Mugar Way at Beacon St,42.35553628489709,-71.07286870479584,Boston
Murphy Skating Rink - 1880 Day Blvd,42.336488568,-71.023718546,Boston
Museum of Science,42.36769018024484,-71.07116281986237,Cambridge
N. Beacon St at N. Beacon Ct,42.36444157139109,-71.18091373646166,Watertown
NCAAA - Walnut Ave at Crawford St,42.316902,-71.091946,Boston
Nashua Street at Red Auerbach Way,42.365673,-71.064263,Boston
New Balance - 20 Guest St,42.357277199338526,-71.14682339148074,Boston
Newbury St at Hereford St,42.348663939000005,-71.08592333850001,Boston
Newmarket Square T Stop - Massachusetts Ave at Newmarket Square,42.326606570500005,-71.0665026695,Boston
Newton Highlands T,42.32210508247647,-71.20630270265156,Newton
Newton Library,42.33620336883013,-71.207794547081,Newton
Nichols Ave. at Watertown Greenway,42.36762048745005,-71.1565663665533,Watertown
Nonantum Library,42.36071052334078,-71.2014531914941,Newton
Norman St at Kelvin St,42.40581171700586,-71.06708850720679,Everett
North St at Liberty Hill Ave,42.52989964975891,-70.90614259243011,Salem
Northbourne Rd at Hyde Park Ave,42.29118035995213,-71.1177074125175,Boston
Northeastern University - North Parking Lot,42.341814,-71.090179,Boston
Northern Strand at Main St,42.42386,-71.067793,Malden
O'Brien Highway at First Street,42.370982,-71.076638,Cambridge
Oak Square - 615 Washington St,42.35057,-71.166491,Boston
Old Morse Park at Putnam Ave,42.35766247889882,-71.1084133386612,Cambridge
One Beacon St,42.358477644348106,-71.06135129928589,Boston
One Brigham Circle,42.33390066868499,-71.10438482091466,Boston
One Broadway / Kendall Sq at Main St / 3rd St,42.36225309075461,-71.0831582099596,Cambridge
One Kendall Square at Hampshire St / Portland St,42.366277,-71.09169,Cambridge
One Memorial Drive,42.361619320766856,-71.0804355052096,Cambridge
Orient Heights T Stop - Bennington St at Saratoga St,42.386781,-71.006098,Boston
Orr Sq (Shirley Ave),42.40715655698643,-70.99272429943085,Revere
Packard Ave at Powderhouse Blvd,42.404449585,-71.123300986,Somerville
Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831,Boston
Park Dr at Buswell St,42.347241,-71.105301,Boston
Park Plaza at Charles St,42.35182806892068,-71.06781138111728,Boston
Park Plaza at Charles St S.,42.35182806892068,-71.06781138111728,Boston
Park Plaza at Columbus Ave,42.35186,-71.067688,Boston
Park St at Norwell St,42.29439893435331,-71.07826386956852,Boston
Parker St at Huntington Ave,42.338488,-71.104465,Boston
Pearl St at Medford St,42.38815705419525,-71.09588742256165,Somerville
Perry Park,42.37926427050421,-71.10342560315675,Somerville
Pier 4 Blvd at Autumn Ln,42.3502132345,-71.044659395,Boston
Piers Park,42.36501119822304,-71.03528559207916,Boston
Pope John High School,42.420338599822514,-71.04421216231027,Everett
Porter Square Station,42.3880248645,-71.119096994,Cambridge
Porzio Park,42.364119035231525,-71.02876782417297,Boston
Post Office Square,42.35585435522005,-71.05459745998814,Boston
Post Office Square - Pearl St at Milk St,42.356755,-71.055407,Boston
Powder House Circle - Nathan Tufts Park,42.4007576115,-71.1168708525,Somerville
Prudential Center - 101 Huntington Ave,42.346520410992056,-71.08068146572559,Boston
Prudential Center - Belvedere St,42.34652003998412,-71.08065776545118,Boston
Purchase St at Pearl St,42.354659,-71.053181,Boston
Railroad Lot and Minuteman Bikeway,42.4160448665757,-71.15330197391029,Arlington
Raymond Park at Walden St,42.38735659123593,-71.12766113241398,Cambridge
Revere City Hall,42.40741,-71.0139,Revere
Revere Public Library,42.4080638445,-71.0089318115,Revere
Rindge Avenue - O'Neill Library,42.3927949075,-71.12904898849999,Cambridge
Ring Rd,42.348278385426255,-71.08044855314802,Boston
Riverway at Brookline Ave,42.33661005730433,-71.11004680395126,Boston
Rogers St & Land Blvd,42.366446738529454,-71.07654601335526,Cambridge
Roseland St At Dorchester Ave,42.2911685327193,-71.06300890445709,Boston
Roslindale Village - South St,42.2870632695,-71.1277993455,Boston
Roslindale Village - Washington St,42.28622994005404,-71.12827564391006,Boston
Ross Playground,42.2645573315,-71.1145654525,Boston
Rowes Wharf at Atlantic Ave,42.357143,-71.050699,Boston
Roxbury Crossing T Stop - Columbus Ave at Tremont St,42.331184,-71.095171,Boston
Roxbury YMCA - Warren St at MLK Blvd,42.31787329345602,-71.08243077993393,Boston
Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,42.33628576198439,-71.08805835240189,Boston
Ryan Playground - Dorchester Ave at Harbor View St,42.3177074325,-71.056652551,Boston
S Huntington Ave at Heath St,42.32760387040573,-71.11089169979095,Boston
Salem Ferry Landing,42.52189284110247,-70.8806911110878,Salem
Salem MBTA - Lower Level,42.523994,-70.89684,Salem
Salem MBTA - Washington at Federal St,42.52345239346618,-70.89611113071442,Salem
Salem State University - Bike Path at Loring Ave,42.50182398896298,-70.89478075504303,Salem
Salem State University - North Campus,42.503332,-70.891444,Salem
Salem Willows Park,42.53466911383265,-70.87021440267563,Salem
Savin Hill T Stop - S Sydney St at Bay St,42.3106,-71.0539,Boston
Seaport Blvd at Sleeper St,42.35317809186252,-71.04817356923377,Boston
Seaport Hotel - Congress St at Seaport Ln,42.34881026188269,-71.04167744055303,Boston
Seaport Square - Seaport Blvd at Northern Ave,42.35148193460858,-71.04436084628105,Boston
Sennott Park  Broadway at Norfolk Street,42.36860524248197,-71.09930185605663,Cambridge
Sennott Park Broadway at Norfolk Street,42.36858647374098,-71.09932526002831,Cambridge
Shawmut Ave at Lenox St,42.33584612997077,-71.08038157224655,Boston
Shawmut Ave at Oak St W,42.34854543411198,-71.06559185315746,Boston
Shawmut T Stop,42.2929058605,-71.0657358155,Boston
Shetland Park - Congress at Peabody St,42.51836788262243,-70.88952362537384,Salem
Sidney Research Campus/ Erie Street at Waverly,42.35775309465199,-71.10393404960632,Cambridge
Sidney Research Campus/Erie Street at Waverly,42.357750205326,-71.10392278430317,Cambridge
Silber Way,42.34954881057001,-71.10059595095984,Boston
Smith Pl at Wilson Rd,42.39239749145834,-71.15058331757609,Cambridge
Soldiers Field Park - 111 Western Ave,42.36426344063853,-71.1182756971175,Boston
Somerville City Hall,42.386844,-71.09812,Somerville
Somerville City Hall Annex,42.39184073645932,-71.09762617215122,Somerville
Somerville High School & Central Library,42.386401005500005,-71.09598310300001,Somerville
Somerville Hospital,42.390413,-71.108571,Somerville
South Boston Library - 646 E Broadway,42.33572469,-71.038775285,Boston
South End Library - Tremont St at W Newton St,42.341334125,-71.0768164015,Boston
South Station - 700 Atlantic Ave,42.352175,-71.055547,Boston
Spaulding Rehabilitation Hospital - Charlestown Navy Yard,42.378338,-71.048927,Boston
Spring St at Powell St,42.277484442008216,-71.16341467955863,Boston
St Mary's,42.34621528177773,-71.10717880743746,Brookline
St. Alphonsus St at Tremont St,42.33329254719182,-71.10124647617339,Boston
State Street at Channel Center,42.344137,-71.052608,Boston
Stony Brook T Stop,42.316966,-71.104374,Boston
Stuart St at Berkeley St,42.34954403114251,-71.0724207387284,Boston
Stuart St at Charles St,42.351146,-71.066289,Boston
Sullivan Square,42.38445225635844,-71.07514854529654,Boston
Summer St at Quincy St,42.383709,-71.09850591982195,Somerville
Sumner St at Shirley Ave,42.40833705812975,-70.99804848432541,Revere
Surface Rd at India St,42.358155,-71.052163,Boston
Surface Rd at Summer St,42.35294569782581,-71.05656400803126,Boston
Swan St. Park,42.412504507772105,-71.05842225271772,Everett
Sydney St at Carson St,42.32039374304257,-71.05355408051764,Boston
TD Garden - West End Park,42.36590788445084,-71.06446668505669,Boston
Talbot Ave At Blue Hill Ave,42.2945833,-71.087111,Boston
Talbot Ave T Station,42.29225148276875,-71.07797205453608,Boston
Tappan St at Brookline Hills MBTA,42.331414249021606,-71.12702690522845,Brookline
Teele Square,42.40087950159558,-71.12590793383788,Somerville
The Dimock Center,42.3193710238914,-71.09640582929751,Boston
The Eddy - New St at Sumner St,42.370744,-71.044201,Boston
The Lawn on D,42.344790216,-71.0440701295,Boston
The Overlook at St. Gabriel's,42.34679008347347,-71.14549813806661,Boston
Thetford Ave at Norfolk St,42.286212948246096,-71.07942931372236,Boston
Third at Binney,42.36544486137399,-71.08277142047882,Cambridge
Thorndike Field at Minuteman Bikeway,42.40016804853787,-71.14456963094199,Arlington
Tremont St at Court St,42.359322,-71.059624,Boston
Tremont St at E Berkeley St,42.345392,-71.069616,Boston
Tremont St at Hamilton Pl,42.35668334969929,-71.06166645884514,Boston
Tremont St at Hamilton Place,42.35668334969929,-71.06166645884514,Boston
Tremont St at Northampton St,42.33848265814547,-71.08161971412491,Boston
Tremont St at W. Dedham St,42.34253641568976,-71.07419790593929,Boston
Tremont St at West St,42.354979,-71.063348,Boston
Tremont St. at Court St.,42.359322,-71.06528744101524,Boston
Troy Boston,42.343749,-71.062256,Boston
Trum Field @ Cedar St (Temp Winter Station),42.398444,-71.107833,Somerville
Tufts Sq - Main St at Medford St,42.401697,-71.106128,Medford
Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313,Boston
Union Square - Somerville,42.37964789967527,-71.09540475672475,Somerville
Union Square East,42.380078,-71.090098,Somerville
Union Square East (Temp Winter Station),42.380078,-71.090098,Somerville
Union Square Station,42.377309,-71.094428,Somerville
Union St at Herrick Rd – Newton Centre Green Line,42.32956868185623,-71.19367271661758,Newton
University Park,42.36264779118595,-71.10006093978882,Cambridge
University of Massachusetts Boston - Campus Center,42.31224272787806,-71.03655186851617,Boston
University of Massachusetts Boston - Integrated Sciences Complex,42.314507,-71.041269,Boston
Upham's Corner,42.31727474327453,-71.06537003967787,Boston
Upham's Corner T Stop - Magnolia St at Dudley St,42.318697341722434,-71.0697814822197,Boston
Uphams Corner,42.31727474327453,-71.06537003967787,Boston
Uphams Corner T Stop - Magnolia St at Dudley St,42.318746332361215,-71.06977674360985,Boston
Valenti Way at Haverhill St,42.36473898691789,-71.05934903025626,Boston
Vassal Lane at Tobin/VLUS,42.38536765218425,-71.13775670528412,Cambridge
Verizon Innovation Hub 10 Ware Street,42.37250864997261,-71.11305356025696,Cambridge
Vinnin Square,42.48627460885994,-70.90164934084439,Salem
W Broadway at D St,42.3391085,-71.0514432,Boston
W Broadway at Dorchester St,42.33595897943309,-71.04622899561036,Boston
Walnut Ave at School St,42.31242399029812,-71.09616905450821,Boston
Walnut Ave at Warren St,42.324081,-71.083235,Boston
Warehouse Lab PBSC,42.38645499610106,-71.07541964272968,Boston
Warren St at Chelsea St,42.371848,-71.060292,Boston
Wasgatt Playground,42.4093300667225,-71.06381878293178,Everett
Wasgott Playground,42.4093300667225,-71.06381878293178,Everett
Washington Sq,42.33985827126298,-71.13421171095978,Brookline
Washington St @ New Washington St (Temp Winter Station),42.381056,-71.087083,Somerville
Washington St at Bowdoin St,42.29916497936589,-71.07345871645519,Boston
Washington St at Bradlee St,42.297722,-71.073,Boston
Washington St at Brock St,42.3489528466951,-71.16031676530838,Boston
Washington St at Crafts St,42.35393193548293,-71.19939377428668,Newton
Washington St at Denton Terr,42.280728147169015,-71.13423757273267,Boston
Washington St at Egremont Rd,42.34287906835979,-71.14131344477936,Boston
Washington St at Fuller St,42.281986277339136,-71.07147924620222,Boston
Washington St at Griggs Rd,42.33833423719901,-71.13050930220197,Brookline
Washington St at Lenox St,42.3350989929096,-71.07903778553009,Boston
Washington St at Melnea Cass Blvd,42.332817,-71.081198,Boston
Washington St at Myrtle St,42.3817540895,-71.08382755150001,Somerville
Washington St at Peters Park,42.342958,-71.067052,Boston
Washington St at Rutland St,42.338514601786,-71.07404083013535,Boston
Washington St at Talbot Ave,42.290333,-71.071806,Boston
Washington St at Walnut St,42.35148098298151,-71.2076180578971,Newton
Washington St at Walsh Playground,42.27722749969895,-71.06958235425023,Boston
Washington St at Waltham St,42.34157471873748,-71.06890439987183,Boston
Watermark Seaport - Boston Wharf Rd at Seaport Blvd,42.35151810309922,-71.04555779702847,Boston
Watertown City Hall,42.367608083661466,-71.1874831018597,Watertown
Watertown Sq,42.365260317694485,-71.18573324459247,Watertown
Watertown St at Albemarle Rd,42.354104081396585,-71.21382214128971,Newton
Watertown Town Hall,42.367621,-71.187936,Watertown
Wellington MBTA,42.4023682,-71.07573182424781,Medford
Wentworth Institute of Technology - Huntington Ave at Vancouver St,42.33758601097239,-71.09627097845076,Boston
West End Park,42.36583625122542,-71.06457369052833,Boston
West Medford Square (Bower St at Harvard Ave),42.420647,-71.133483,Medford
West Newton,42.34960049864208,-71.2262749671936,Newton
West Newton Armory,42.34947178098653,-71.22000678911718,Newton
Western Ave at Richardson St,42.36178741066188,-71.14393111327445,Boston
Whittier St Health Center,42.33286288486264,-71.09218861916816,Boston
Williams St at Washington St,42.306539,-71.107669,Boston
Wilson Square,42.38567578752914,-71.11412136298895,Somerville
Governors Ave at Lawrence Rd,42.425178,-71.1046795,Medford
Au Bon Pain Way at Fid Kennedy Ave,42.3461009,-71.05757685,Boston
40 Thorndike St,42.369061,-71.10093985506248,Cambridge
Damrell St at Old Colony Ave,42.3324824,-71.03899005,Boston
Steve Miller Dr at Winthrop St (Medford High),42.428086,-71.1299215,Medford
Northern Strand - West St & Wellington Ave,42.403444,-71.062033,Everett
Watertown St at 5th Ave,42.36289,-71.1893921823597,Watertown
Damrell st at Old Colony Ave,42.3324824,-71.04594055,Boston
615 Broadway,42.394541,-71.03213679834747,Chelsea
780 Morrissey Blvd,42.295305,-71.067703,Boston
Cambridgeside Pl at Land Blvd,42.366929,-71.08073336930846,Cambridge
Damrell St at Old Colony,42.33246711,-71.0564514995,Boston
Eliot Circle Revere Beach,42.402889,-71.00030134482616,Revere
High St at Federal St,42.35352778,-71.05044636,Boston
Revere Beach - Markey Footbridge,42.414019,-70.9897905,Revere
Swan Pl. at Minuteman Bikeway,42.414705,-71.12773849999999,Medford
Swan Place at Minuteman Bikeway,42.414705,-71.1475902155,Arlington
Washington St at Temple Pl,42.35496799,-71.070909255,Boston
Winthrop Circle,42.421361,-71.121958,Medford
Commercial St at Charter St,42.3681856875,-71.05672587701562,Boston
Lake St. at Minuteman Bikeway,42.4041703390082,-71.12765854565887,Somerville
Medford St at Warren St,42.41649057463282,-71.13357654182113,Medford
Medford St. at Warren St.,42.41649057463282,-71.14813429053619,Arlington
Mill St. at Minuteman Bikeway,42.4186027386165,-71.171634521018,Arlington
Shawmut Ave at Herald St,42.3466214415,-71.06787767,Boston
Shawmut Ave. at Herald St.,42.346647,-71.066049,Boston
Staniford St at Merrimac St,42.36359871,-71.08234012150001,Cambridge
Staniford at Merrimac,42.36358,-71.06745531168576,Boston
Stuart St at Church St,42.35066667,-71.07496263,Boston
Craigie & Summer at Conway Park (Temp. Winter Location),42.383346563,-71.10525455999999,Somerville
Massachusetts Ave at Boylston St.,42.34752,-71.11737369998073,Brookline
Western Ave at Everett St,42.363174438,-71.12968158742854,Boston
